name,opt_out_link,covered_by,completed
"Arity 875, LLC",https://arity.com/yourprivacychoices/,,False
Arrakis Technologies Corp.,https://www.arrakis.ai/optout,,False
Aspire North,https://www.aspire-north.com/do-not-sell-my-personal-information--out-out-request-form.html,,False
"Asset International, Inc.",https://www.issgovernance.com/privacy-legal/ccpa/,,False
"Assurance Iq, Inc.",https://assurance.com/assurance-privacy-practices.html#CRPDYourConsumerRightsRightToOptOut,,False
"Atdata, LLC",https://instantdata.atdata.com/optout,,False
Audience Acuity LLC,https://www.audienceacuity.com/opt-out-of-database,,False
Audiencerate Ltd,https://www.audiencerate.com/optout,,False
Audigent,https://www.audigent.com/?optout=1,,False
"Austin Consolidated Holdings, Inc.",https://www.optoutprescreen.com/,,False
"Austin Consolidated Holdings, Inc.",https://myprivacy.equifax.com/opt-in-opt-out/personal-info,,False
Automotive Mastermind,https://www.automotivemastermind.com/do-not-sell-or-share-my-personal-information-request/,,False
"Autoweb, Inc.",https://privacyportal.onetrust.com/webform/27aa5d67-8136-4a08-ae4b-9860992e2375/f84362ef-6901-4a8c-9a52-e7b06dbb4e6b,,False
Azar LLC,https://remodeling.com/do-not-sell/,,False
Azerion US Inc.,https://www.hybridtheory.com/do-not-sell/,,False
Azira,https://submit-irm.trustarc.com/services/validation/0a80503b-1d56-4d50-a898-4377a0227dab,,False
Azira LLC,https://submit-irm.trustarc.com/services/validation/0a80503b-1d56-4d50-a898-4377a0227dab,,False
BB Direct Inc,https://www.bbdirect.com/privacy-compliance.html,,False
"BB Direct, Inc",https://www.bbdirect.com/privacy-compliance.html,,False
"BDO Gci, LLC",https://www.bdo.com/do-not-sell-my-personal-information,,False
"BDO USA, LLP",https://www.bdo.com/do-not-sell-my-personal-information,,False
BEEN VERIFIED LLC,https://www.beenverified.com/svc/optout/search/optouts,,False
BH MARKETING GROUP LLC,https://www.usmarketinggrp.com/privacy-policy/#CCPA,,False
"BH MARKETING Group, LLC",https://www.usmarketinggrp.com/privacy-policy/#CCPA,,False
BIGDBM,https://optout.bigdbm.com/,,False
BLACK PEARL GROUP LLC,https://www.blackpearl.com/privacy-opt-out,,False
BLACKBAUD Inc,https://www.blackbaud.com/company/data-subject-rights-request,,False
BOARDEX LLC,https://privacyportal-de.onetrust.com/webform/b5218791-ed84-4221-9950-4da103101c75/1a48b9f9-3aa6-4bab-bdad-9ec06710a91c,,False
BOARDROOM INSIDERS Inc,https://privacyportal-de.onetrust.com/webform/b5218791-ed84-4221-9950-4da103101c75/1a48b9f9-3aa6-4bab-bdad-9ec06710a91c,,False
BTRS Holdings Inc,https://privacyportal.onetrust.com/webform/82a6a736-b3a7-4e87-a2fd-04a39b7d2b19/2f5dc7b8-7698-4623-82d2-b2b969ef901e,,False
BV Insights LLC,https://big-village.com/do-not-sell-or-share-my-personal-information/,,False
"Bdex, LLC",https://www.bdex.com/privacy-policy/data-sharing-opt-out/,,False
"Beenverified, Inc.",https://www.beenverified.com/svc/optout/search/optouts,,False
"Beenverified, LLC",https://www.beenverified.com/svc/optout/search/optouts,,False
Beeswax,https://optout.prod.bidr.io/optout,,False
Belardi Ostroy,https://privacyportal.onetrust.com/webform/3d2d5e0c-bd98-46b8-906c-ede68a6f6a80/400f54ed-fcbb-4749-ab5b-32f491c72390,,False
Belardi Ostroy ALC LLC,https://privacyportal.onetrust.com/webform/3d2d5e0c-bd98-46b8-906c-ede68a6f6a80/400f54ed-fcbb-4749-ab5b-32f491c72390,,False
"Belardi Ostroy, ALC, LLC",https://privacyportal.onetrust.com/webform/3d2d5e0c-bd98-46b8-906c-ede68a6f6a80/400f54ed-fcbb-4749-ab5b-32f491c72390,,False
"Belardi Ostroy, Alc, LLC",https://privacyportal.onetrust.com/webform/3d2d5e0c-bd98-46b8-906c-ede68a6f6a80/400f54ed-fcbb-4749-ab5b-32f491c72390,,False
Belardi Wong,https://privacyportal.onetrust.com/webform/3d2d5e0c-bd98-46b8-906c-ede68a6f6a80/400f54ed-fcbb-4749-ab5b-32f491c72390,,False
"Best Pick Reports, LLC",https://www.bestpickreports.com/do-not-sell,,False
Biscred,https://www.biscred.com/do-not-sell-my-information,,False
Black Pearl Group Limited,https://www.blackpearl.com/privacy-opt-out,,False
"Blackbaud, Inc",https://www.blackbaud.com/company/data-subject-rights-request-optout-and-deletions,,False
"Blackbaud, Inc.",https://www.blackbaud.com/company/data-subject-rights-request-optout-and-deletions,,False
"Blackbaud, Inc.",https://www.blackbaud.com/company/data-subject-rights-request,,False
Blis Global Ltd,https://blis.com/ccpa-opt-out/,,False
"Bliss Point Media, Inc.",https://www.blisspointmedia.com/privacy,,False
Blue Action,https://my.datasubject.com/16CV6iU2K7qFU3Poy/33263,,False
Blue Hill Marketing Solutions,https://www.liftbasedata.com/request-to-know/,,False
"Blue Hill Marketing Solutions, Inc",https://www.liftbasedata.com/request-to-know/,,False
"Blue Hill Marketing Solutions, Inc",https://www.liftbasedata.com/request-to-know,,False
"Blue Hill Marketing Solutions, Inc.",https://www.liftbasedata.com/request-to-know/,,False
Boardex,https://privacyportal-de.onetrust.com/webform/b5218791-ed84-4221-9950-4da103101c75/1a48b9f9-3aa6-4bab-bdad-9ec06710a91c,,False
Boardex LLC,https://privacyportal-de.onetrust.com/webform/b5218791-ed84-4221-9950-4da103101c75/1a48b9f9-3aa6-4bab-bdad-9ec06710a91c,,False
Boardroom Insiders,https://privacyportal-de.onetrust.com/webform/b5218791-ed84-4221-9950-4da103101c75/1a48b9f9-3aa6-4bab-bdad-9ec06710a91c,,False
"Boardroom Insiders, Inc.",https://privacyportal-de.onetrust.com/webform/b5218791-ed84-4221-9950-4da103101c75/1a48b9f9-3aa6-4bab-bdad-9ec06710a91c,,False
"Bombora, Inc",https://bombora.com/opt-out/,,False
Bridge,https://www.thebridgecorp.com/opt-out/,,False
"Brooks Integrated Marketing, LLC",https://www.brooksim.com/privacy-form,,False
Bureau Van Dijk Electronic Publishing Ltd.,https://survey.alchemer.com/s3/8249180/Do-Not-Sell-Request,,False
Business.Com,https://www.business.com/optout/,,False
"Buxton Company, LLC",https://www.buxtonco.com/privacy/opt-out,,False
Buyerlink Inc.,https://www.buyerlink.com/do-not-sell-or-share-my-personal-information,,False
CATALIST LLC,https://catalist.us/your-privacy-choices/,,False
CENGAGE LEARNING Inc,https://www.cengage.com/repfinder/gale,,False
CHOREOGRAPH LLC,https://amer-cpp.choreograph.com/manage-your-data/do-not-sell,,False
"CIC Mortgage Credit, Inc",https://www.optoutprescreen.com/,,False
CIVIS ANALYTICS Inc,https://www.civisanalytics.com/privacy-policy/#ccpa,,False
CLAY LABS LLC,https://docs.google.com/forms/d/e/1FAIpQLSeAsU1U-AJfhqzDx6-6eVcyQ_kBD1J9cw1y0huQiS-HCkRf0Q/viewform?usp=send_form,,False
CLICKAGY LLC,https://www.clickagy.com/privacy-center/no-resell/,,False
"CO2 Ventures, LLC",https://oncoreleads.com/do_not_sell/,,False
"CO2 Ventures, LLC",https://www.oncoreleads.com/do_not_sell/,,False
COLLECTIVE DATA SOLUTIONS LLC,https://www.collectivedata.io/opt-out-do-not-sell-request-process/,,False
COMPACT INFORMATION SYSTEMS,https://privacy.deepsync.com/,,False
CONVERGE DIRECT LLC,https://www.homeservicescompliance.com/infoform.html,,False
CRISIL Irevna US LLC,https://www.crisil.com/content/crisilcom/en/home/crisil-privacy-notice/do-not-sell-my-personal-information.html,,False
CTAM LEADSHARE CORP,https://www.smartmove.us/company/do-not-sell,,False
CTAM Leadshare Corp,https://www.smartmove.us/company/do-not-sell,,False
CTAM Leadshare Corp.,https://www.smartmove.us/company/do-not-sell,,False
CUSTOMER ASSET CONSULTING GROUP Inc,https://datadelivers.com/do-not-sell-or-share-my-personal-information/,,False
"Cadent, LLC",https://cadent.tv/your-privacy-choices/,,False
"Cappex.Com, LLC",https://cappex.formstack.com/forms/do_not_sell,,False
"Cappex.Com, LLC",https://www.cappex.com/your-privacy-rights,,False
"Cappex.com, LLC",https://cappex.formstack.com/forms/do_not_sell,,False
Captify Technologies,https://www.captifytechnologies.com/data-subject-rights-request/,,False
"Cardlytics, Inc.",https://datagrail.cardlytics.com/,,False
Carney Direct Marketing,mailto:privacy@carneydirect.com?Subject=Privacy%20Policy%20%E2%80%93%20Opt%20Out%20Request,,False
Carry Technologies Inc.,https://www.hightouch.com/privacy-choices,,False
Casters Holdings LLC,https://www.semasio.com/legal/privacy-choices,,False
Catalina Marketing Corporation,https://www.catalina.com/#privacy,,False
Catalist LLC,https://catalist.us/your-privacy-choices/,,False
"Catalist, LLC",https://catalist.us/your-privacy-choices/,,False
"Catalyze Ai, Inc",https://www.catalyzeai.com/opt-out,,False
"Catalyze Ai, Inc",https://www.catalyzeai.com/po,,False
"Cengage Learning, Inc.",https://info.cengage.com/LP=5633/,,False
"Cengage Learning, Inc.",https://cp.cengage.com/CCPA/,,False
"Censia, Inc",https://www.censia.com/privacy-policy/#your-rights-and-choices,,False
"Censia, Inc.",https://docs.google.com/forms/d/1VhF33VAQG4AmUqBWf7e3m8fw17h9ek64EtQXnuuBQcA/edit,,False
Choreograph LLC,https://amer-cpp.choreograph.com/manage-your-data/do-not-sell,,False
Choreograph LLP,https://amer-cpp.choreograph.com/manage-your-data/do-not-sell,,False
Cision US Inc.,https://www.cision.com/contact-us/opt-out/,,False
"Cision US, Inc.",https://www.cision.com/contact-us/opt-out/,,False
"Cision Us, Inc",https://www.cision.com/contact-us/opt-out/,,False
"Citydata, Inc.",https://citydata.ai/personal_information,,False
"Civil Data Research, LLC",https://www.searchpublicrecords.com/help-center/privacy-requests,,False
"Civis Analytics, Inc",https://www.civisanalytics.com/privacy-policy/#ccpa,,False
"Civis Analytics, Inc.",https://www.civisanalytics.com/privacy-policy/#ccpa,,False
Civitech,https://www.civitech.io/privacy-policy/#section5,,False
Claritas,https://privacyportal.onetrust.com/webform/68582716-6ce4-4f6e-bf08-78371b5f3292/6c7dc52d-0e2b-481f-9256-0755179e3783,,False
Claritas LLC,https://privacyportal.onetrust.com/webform/68582716-6ce4-4f6e-bf08-78371b5f3292/6c7dc52d-0e2b-481f-9256-0755179e3783,,False
"Clarity Services, Inc",https://www.clarityservices.com/support/opt-out-2/,,False
"Clarity Services, Inc.",https://www.clarityservices.com/support/opt-out-2/,,False
Clay Labs LLC,https://docs.google.com/forms/d/e/1FAIpQLSeAsU1U-AJfhqzDx6-6eVcyQ_kBD1J9cw1y0huQiS-HCkRf0Q/viewform?usp=send_form,,False
"Clay Labs, Inc",https://docs.google.com/forms/d/e/1FAIpQLSeAsU1U-AJfhqzDx6-6eVcyQ_kBD1J9cw1y0huQiS-HCkRf0Q/viewform?usp=send_form,,False
"Clearcompany, LLC",https://optout.networkadvertising.org/,,False
"Clearview Ai, Inc.",https://privacyportal.onetrust.com/webform/1fdd17ee-bd10-4813-a254-de7d5c09360a/2a09e1a7-f09f-4e0c-91a2-5818abe414d5,,False
"Clearview Ai, Inc.",https://www.clearview.ai/privacy-and-requests,,False
Clickagy,https://www.clickagy.com/privacy-center/no-resell/,,False
Clickagy LLC,https://www.clickagy.com/privacy-center/no-resell/,,False
"Clickagy, LLC",https://www.clickagy.com/privacy-center/no-resell/,,False
Cognism,https://cognism.privacy.saymine.io/cognism,,False
Cognism Inc.,https://cognism.privacy.saymine.io/cognism,,False
"Cognism, Inc.",https://cognism.privacy.saymine.io/cognism,,False
Collective Data Solutions,https://www.collectivedata.io/opt-out-do-not-sell-request-process/,,False
"Collective Data Solutions, LLC",https://www.collectivedata.io/opt-out-do-not-sell-request-process/,,False
Command Precision Inc.,https://www.intentwave.com/opt-out,,False
"Command Precision, Inc.",https://www.intentwave.com/opt-out,,False
"Commercial Real Estate Exchange, Inc.",https://crexi.bigidprivacy.cloud/consumer/#/o2TCsG9LJ7,,False
Compact Information Systems,https://privacy.deepsync.com/,,False
Compact Information Systems LLC,https://privacy.deepsync.com/,,False
"Compact Information Systems, LLC",https://privacy.deepsync.com/,,False
"Compile, Inc.",https://mckessoncompile.com/hcp-opt-out?hsLang=en,,False
Complementics,https://www.complementics.com/optout-donotsell,,False
Complete Mailing Lists,https://www.completemailinglists.com/node/3697,,False
Complete Mailing Lists LLC,https://www.completemailinglists.com/do-not-sell-my-information,,False
Complete Medical Lists Inc,https://www.completemedicallists.com/ccpa.php,,False
"Complete Medical Lists, Inc.",https://www.completemedicallists.com/ccpa.php,,False
Compliance Data Center LLC,https://www.optoutprescreen.com/,,False
"Comscore, Inc.",https://www.comscore.com/About/Privacy/Data-Subject-Rights,,False
"Confi-Chek, Inc.",https://www.peoplefinders.com/opt-out,,False
Connect Computer LLC,https://www.calltruth.com/opt_out.php,,False
Connected Investors,https://firstam.service-now.com/x_farf2_dp_request_ci_opt_out.do?sysparm_id=6d6e7e8edb3e3158665f182813961985,,False
"Connext Digital, LLC",https://www.connextdigital.com/opt-out/,,False
Consumerbase LLC,https://www.data-axle.com/do-not-sell-my-data/,,False
Consumerbase LLC,https://www.data-axle.com/do-not-sell-my-data,,False
"Consumerbase, LLC",https://www.data-axle.com/do-not-sell-my-data/,,False
Contactout,https://contactout.com/optout,,False
"Converge Direct, LLC.",https://www.convergemarketing.com/infoform/?rpgn=&rpurl=,,False
"Convex Labs, Inc.",https://www.convex.com/request-removal,,False
"Corelogic Background Data, LLC",https://www.cotality.com/legal/ccpa,,False
Corelogic Credco Of Puerto Rico,https://www.cotality.com/legal/ccpa,,False
Corelogic Credco of Puerto Rico,https://www.cotality.com/legal/ccpa,,False
"Corelogic Credco, LLC",https://www.cotality.com/legal/ccpa,,False
"Corelogic Screening Services, LLC",https://www.cotality.com/legal/ccpa,,False
"Corelogic Solutions, LLC",https://www.cotality.com/legal/ccpa,,False
"Corporate Cost Control, Inc.",https://www.experianverify.com/privacy/opt-out-targeted-advertising,,False
"Cortera, Inc.",https://ma.moodys.com/Do-Not-Sell-My-Information.html,,False
Crimson Hexagon,https://www.brandwatch.com/p/legal-data-subject-access-request/,,False
"Crimson Hexagon, Inc",https://www.brandwatch.com/p/legal-data-subject-access-request/,,False
"Crimson Hexagon, Inc.",https://www.brandwatch.com/p/legal-data-subject-access-request/,,False
Crisil Irvena US LLC,https://www.crisil.com/content/crisilcom/en/home/crisil-privacy-notice/do-not-sell-my-personal-information.html,,False
"Cross Pixel Media, Inc.",https://privacy.crsspxl.com/optout,,False
Crosswalk Technologies Inc,https://www.crosswalknyc.com/optout,,False
"Cuebiq, Inc.",https://www.cuebiq.com/privacypolicy/,,False
"Cuebiq, Inc.",https://www.cuebiq.com/privacy-request/,,False
Cybba Inc.,https://cybba-requests.my.onetrust.com/webform/a4a1351e-d293-4305-bde4-b9cf8f5c0989/f89c576a-b5c6-498e-bad5-698f084ffd30,,False
Cyndx Networks LLC,https://www.cyndx.com/california-do-not-track/,,False
DATA AXLE Inc,https://www.data-axle.com/do-not-sell-my-data/,,False
DATA PARTNERS Inc,https://datapartners.com/donotsellmyinformation,,False
DATADELIVERS LLC,https://datadelivers.com/do-not-sell-or-share-my-personal-information/,,False
DATONICS LLC,https://www.datonics.com/privacy/privacy-choices,,False
DEALERDIRECT LLC,https://privacyportal.onetrust.com/webform/1d20b685-0942-4b4d-a0af-b799c97f5cf6/2e4928b6-d77a-4f76-9518-1bfb9721669d,,False
DEMYST DATA LTD,https://www.demystdata.com/data-subject-action-request,,False
DIGITAL SEGMENT LLC,https://www.digitalsegment.com/about/consumer-opt-out/,,False
"DT Client Services, LLC",https://thedatatrust.com/do-not-sell-my-personal-information/,,False
DTN LLC,https://www.dtn.com/do-not-sell-my-information-form/,,False
Data Axle Inc.,https://www.data-axle.com/do-not-sell-my-data/,,False
"Data Axle, Inc.",https://www.data-axle.com/do-not-sell-my-data/,,False
Data Partners Inc.,https://www.datapartners.com/donotsellmyinformation,,False
Databaseusa,https://privacycompliance.biz/databaseusa-california/,,False
Databaseusa.Com LLC,https://privacycompliance.biz/databaseusa-california/,,False
Datadelivers LLC,https://datadelivers.com/do-not-sell-or-share-my-personal-information/,,False
Datadelivers LLC,https://datadelivers.com/unsubscribe/,,False
Datafy LLC,https://www.datafy.com/opt-out,,False
Datamentors LLC,https://www.v12data.com/inbound/do-not-sell-my-personal-information/,,False
Datamentors LLC,https://www.porchgroupmedia.com/inbound/do-not-sell-my-personal-information/,,False
"Datamentors, LLC",https://www.porchgroupmedia.com/inbound/do-not-sell-my-personal-information/,,False
Datamyx LLC,https://www.deluxe.com/policy/donotsell/,,False
Datanyze,https://www.datanyze.com/privacy-center,,False
"Datax, Ltd.",https://myprivacy.equifax.com/opt-in-opt-out/personal-info,,False
Date Detective Inc,https://mobile.date-detective.app/investigate-opt-out?origin=website,,False
"Datonics, LLC",https://www.datonics.com/do-not-sell-my-info#page,,False
David Rickenbacher,https://www.datamasters.org/opt-out/,,False
Dealerdirect LLC,https://privacyportal.onetrust.com/webform/1d20b685-0942-4b4d-a0af-b799c97f5cf6/2e4928b6-d77a-4f76-9518-1bfb9721669d,,False
Dealerdirect LLC,https://clicktime.symantec.com/15tpDJvSxa55QdzbrWj43?h=sC8x3fXKbrWlJmz5F-L7_HZ2b0GfkaeH6vnZIbsZZu4=&u=https://privacyportal.onetrust.com/webform/1d20b685-0942-4b4d-a0af-b799c97f5cf6/2e4928b6-d77a-4f76-9518-1bfb9721669d,,False
"Dealersocket, LLC",https://globaldsar.solera.com/webform/20bbc57b-6134-4535-8062-a1745b771851/1eafe8e0-f69b-4d39-af7c-6dbf764046fa,,False
Dealerx Partners LLC,https://www.dealerx.com/privacy-options/,,False
"Dealerx Partners, LLC",https://www.dealerx.com/privacy-options/,,False
Decisionlinks,https://www.decisionlinks.com/opt-out,,False
"Deep Root Analytics, LLC",https://www.tunnldata.com/ccpa-request-form,,False
"Deep Root Analytics, LLC",https://privacy.deeprootanalytics.com/,,False
Definitive Healthcare,https://preferences.definitivehc.com/privacy,,False
Definitive Healthcare LLC,https://preferences.definitivehc.com/privacy,,False
Definitive Healthcare LLC,https://www.definitivehc.com/privacy-center#main-content,,False
Deloitte Consulting LLP,https://www2.deloitte.com/us/en/footerlinks1/do-not-sell-my-personal-information.html?icid=bottom_do-not-sell-my-personal-information,,False
Deloitte Consulting LLP,https://www.deloitte.com/us/en/footerlinks1/do-not-sell-my-personal-information.html,,False
Deloitte Consulting LLP,https://www.deloitte.com/us/en/footerlinks1/do-not-sell-my-personal-information.html?icid=bottom_do-not-sell-my-personal-information,,False
Deloitte Financial Advisory Services LLP,https://www2.deloitte.com/us/en/footerlinks1/do-not-sell-my-personal-information.html?icid=bottom_do-not-sell-my-personal-information,,False
